Tiempo ( s ),T ( K ),P ( kPa ),V ( m3 )
14.7,298.904,85.391,2.87E-04
14.72,298.926,85.452,2.86E-04
14.74,298.926,85.452,2.86E-04
14.76,298.969,85.513,2.86E-04
14.78,298.947,85.452,2.86E-04
14.8,298.947,85.452,2.86E-04
14.82,298.947,85.452,2.86E-04
14.84,298.904,85.452,2.86E-04
14.86,298.861,85.452,2.86E-04
14.88,298.861,85.452,2.86E-04
14.9,298.84,85.452,2.86E-04
14.92,298.84,85.452,2.86E-04
14.94,298.84,85.513,2.86E-04
14.96,298.84,85.391,2.86E-04
14.98,298.818,85.452,2.86E-04
15,298.84,85.513,2.86E-04
15.02,298.84,85.635,2.86E-04
15.04,298.883,85.818,2.86E-04
15.06,298.926,85.879,2.85E-04
15.08,298.969,85.94,2.85E-04
15.1,298.991,85.879,2.85E-04
15.12,299.012,85.94,2.85E-04
15.14,298.991,85.94,2.85E-04
15.16,299.034,85.94,2.85E-04
15.18,299.055,86.001,2.85E-04
15.2,299.012,86.001,2.84E-04
15.22,299.055,86.001,2.84E-04
15.24,299.141,86.123,2.84E-04
15.26,299.185,86.123,2.84E-04
15.28,299.185,86.245,2.84E-04
15.3,299.185,86.245,2.84E-04
15.32,299.185,86.306,2.84E-04
15.34,299.206,86.245,2.83E-04
15.36,299.185,86.306,2.83E-04
15.38,299.185,86.367,2.83E-04
15.4,299.185,86.306,2.84E-04
15.42,299.185,86.306,2.83E-04
15.44,299.163,86.306,2.83E-04
15.46,299.163,86.306,2.84E-04
15.48,299.163,86.245,2.83E-04
15.5,299.12,86.245,2.83E-04
15.52,299.055,86.306,2.84E-04
15.54,299.055,86.306,2.83E-04
15.56,299.012,86.245,2.83E-04
15.58,299.012,86.245,2.83E-04
15.6,298.991,86.245,2.83E-04
15.62,298.991,86.245,2.83E-04
15.64,298.947,86.306,2.83E-04
15.66,298.947,86.306,2.83E-04
15.68,298.926,86.245,2.83E-04
15.7,298.904,86.245,2.83E-04
15.72,298.904,86.245,2.84E-04
15.74,298.84,86.245,2.83E-04
15.76,298.84,86.245,2.83E-04
15.78,298.84,86.245,2.83E-04
15.8,298.861,86.367,2.83E-04
15.82,298.969,86.489,2.82E-04
15.84,299.077,86.673,2.82E-04
15.86,299.185,86.795,2.82E-04
15.88,299.292,86.856,2.81E-04
15.9,299.357,86.978,2.81E-04
15.92,299.465,87.039,2.81E-04
15.94,299.486,87.039,2.80E-04
15.96,299.53,87.161,2.80E-04
15.98,299.53,87.222,2.80E-04
16,299.53,87.222,2.80E-04
16.02,299.53,87.222,2.80E-04
16.04,299.551,87.222,2.80E-04
16.06,299.53,87.283,2.80E-04
16.08,299.551,87.222,2.79E-04
16.1,299.551,87.344,2.79E-04
16.12,299.551,87.344,2.79E-04
16.14,299.551,87.405,2.79E-04
16.16,299.573,87.405,2.79E-04
16.18,299.573,87.405,2.79E-04
16.2,299.53,87.344,2.79E-04
16.22,299.53,87.344,2.79E-04
16.24,299.53,87.405,2.79E-04
16.26,299.53,87.283,2.79E-04
16.28,299.508,87.344,2.79E-04
16.3,299.465,87.283,2.79E-04
16.32,299.465,87.344,2.79E-04
16.34,299.443,87.344,2.79E-04
16.36,299.379,87.283,2.79E-04
16.38,299.379,87.283,2.79E-04
16.4,299.357,87.222,2.79E-04
16.42,299.357,87.283,2.79E-04
16.44,299.336,87.344,2.79E-04
16.46,299.336,87.283,2.79E-04
16.48,299.292,87.283,2.79E-04
16.5,299.249,87.283,2.79E-04
16.52,299.271,87.283,2.79E-04
16.54,299.249,87.283,2.79E-04
16.56,299.185,87.283,2.79E-04
16.58,299.206,87.283,2.79E-04
16.6,299.185,87.344,2.79E-04
16.62,299.185,87.283,2.79E-04
16.64,299.185,87.222,2.79E-04
16.66,299.185,87.222,2.79E-04
16.68,299.163,87.222,2.79E-04
16.7,299.098,87.283,2.79E-04
16.72,299.098,87.344,2.79E-04
16.74,299.185,87.466,2.78E-04
16.76,299.206,87.405,2.78E-04
16.78,299.292,87.649,2.78E-04
16.8,299.357,87.771,2.78E-04
16.82,299.357,87.832,2.77E-04
16.84,299.357,87.893,2.77E-04
16.86,299.422,87.893,2.77E-04
16.88,299.508,87.893,2.77E-04
16.9,299.508,87.954,2.77E-04
16.92,299.53,88.076,2.76E-04
16.94,299.53,88.015,2.76E-04
16.96,299.53,88.015,2.76E-04
16.98,299.53,88.137,2.76E-04
17,299.53,88.015,2.76E-04
17.02,299.53,88.076,2.76E-04
17.04,299.53,88.26,2.76E-04
17.06,299.53,88.076,2.76E-04
17.08,299.53,88.137,2.76E-04
17.1,299.508,88.137,2.76E-04
17.12,299.486,88.137,2.76E-04
17.14,299.465,88.137,2.76E-04
17.16,299.443,88.137,2.76E-04
17.18,299.4,88.137,2.76E-04
17.2,299.357,88.137,2.76E-04
17.22,299.357,88.015,2.76E-04
17.24,299.357,88.198,2.76E-04
17.26,299.357,88.137,2.76E-04
17.28,299.379,88.198,2.75E-04
17.3,299.465,88.321,2.75E-04
17.32,299.465,88.382,2.75E-04
17.34,299.53,88.382,2.75E-04
17.36,299.508,88.443,2.75E-04
17.38,299.53,88.443,2.74E-04
17.4,299.53,88.443,2.74E-04
17.42,299.53,88.504,2.74E-04
17.44,299.53,88.443,2.74E-04
17.46,299.53,88.565,2.74E-04
17.48,299.53,88.504,2.74E-04
17.5,299.53,88.504,2.74E-04
17.52,299.53,88.565,2.74E-04
17.54,299.53,88.565,2.74E-04
17.56,299.53,88.626,2.74E-04
17.58,299.53,88.626,2.74E-04
17.6,299.53,88.626,2.74E-04
17.62,299.53,88.687,2.74E-04
17.64,299.53,88.748,2.73E-04
17.66,299.53,88.748,2.73E-04
17.68,299.53,88.748,2.73E-04
17.7,299.53,88.809,2.73E-04
17.72,299.53,88.809,2.73E-04
17.74,299.53,88.809,2.73E-04
17.76,299.53,88.748,2.73E-04
17.78,299.53,88.87,2.73E-04
17.8,299.53,88.809,2.73E-04
17.82,299.508,88.809,2.73E-04
17.84,299.486,88.809,2.73E-04
17.86,299.486,88.809,2.73E-04
17.88,299.4,88.87,2.73E-04
17.9,299.4,88.809,2.73E-04
17.92,299.357,88.809,2.73E-04
17.94,299.357,88.809,2.73E-04
17.96,299.357,88.809,2.73E-04
17.98,299.357,88.748,2.73E-04
18,299.336,88.809,2.73E-04
18.02,299.314,88.748,2.73E-04
18.04,299.292,88.748,2.73E-04
18.06,299.249,88.748,2.73E-04
18.08,299.292,88.809,2.73E-04
18.1,299.185,88.748,2.73E-04
18.12,299.185,88.687,2.73E-04
18.14,299.185,88.687,2.73E-04
18.16,299.185,88.809,2.73E-04
18.18,299.185,88.809,2.73E-04
18.2,299.163,88.626,2.73E-04
18.22,299.141,88.748,2.73E-04
18.24,299.098,88.748,2.73E-04
18.26,299.034,88.748,2.73E-04
18.28,299.034,88.809,2.73E-04
18.3,299.012,88.687,2.73E-04
18.32,299.012,88.687,2.73E-04
18.34,298.991,88.748,2.73E-04
18.36,298.969,88.626,2.73E-04
18.38,298.969,88.748,2.73E-04
18.4,298.926,88.748,2.73E-04
18.42,298.904,88.687,2.73E-04
18.44,298.904,88.748,2.73E-04
18.46,298.861,88.687,2.73E-04
18.48,298.84,88.687,2.73E-04
18.5,298.861,88.687,2.73E-04
18.52,298.883,88.809,2.72E-04
18.54,298.969,88.87,2.72E-04
18.56,299.012,89.114,2.72E-04
18.58,299.163,89.053,2.71E-04
18.6,299.185,89.236,2.71E-04
18.62,299.185,89.297,2.71E-04
18.64,299.292,89.297,2.71E-04
18.66,299.336,89.419,2.71E-04
18.68,299.357,89.419,2.70E-04
18.7,299.379,89.602,2.70E-04
18.72,299.422,89.602,2.70E-04
18.74,299.465,89.724,2.70E-04
18.76,299.486,89.785,2.70E-04
18.78,299.53,89.785,2.69E-04
18.8,299.53,89.785,2.69E-04
18.82,299.53,89.846,2.69E-04
18.84,299.53,89.785,2.69E-04
18.86,299.53,89.846,2.69E-04
18.88,299.53,89.908,2.69E-04
18.9,299.53,89.846,2.69E-04
18.92,299.53,89.846,2.69E-04
18.94,299.53,89.846,2.69E-04
18.96,299.53,89.908,2.69E-04
18.98,299.53,89.908,2.69E-04
19,299.53,90.03,2.69E-04
19.02,299.53,89.908,2.69E-04
19.04,299.53,89.908,2.68E-04
19.06,299.508,89.969,2.69E-04
19.08,299.465,89.908,2.68E-04
19.1,299.443,89.969,2.68E-04
19.12,299.443,89.908,2.68E-04
19.14,299.4,89.908,2.69E-04
19.16,299.379,89.908,2.69E-04
19.18,299.357,89.846,2.68E-04
19.2,299.357,89.846,2.69E-04
19.22,299.357,89.846,2.68E-04
19.24,299.314,89.908,2.68E-04
19.26,299.314,89.846,2.68E-04
19.28,299.314,89.969,2.69E-04
19.3,299.271,89.846,2.69E-04
19.32,299.228,89.908,2.68E-04
19.34,299.185,89.846,2.68E-04
19.36,299.185,89.908,2.69E-04
19.38,299.185,89.846,2.68E-04
19.4,299.185,89.846,2.68E-04
19.42,299.185,89.846,2.68E-04
19.44,299.185,89.846,2.69E-04
19.46,299.163,89.846,2.68E-04
19.48,299.163,89.846,2.68E-04
19.5,299.185,90.091,2.68E-04
19.52,299.249,90.091,2.68E-04
19.54,299.336,90.213,2.67E-04
19.56,299.357,90.335,2.67E-04
19.58,299.422,90.335,2.67E-04
19.6,299.486,90.396,2.66E-04
19.62,299.508,90.457,2.66E-04
19.64,299.53,90.457,2.66E-04
19.66,299.53,90.579,2.66E-04
19.68,299.53,90.64,2.66E-04
19.7,299.53,90.64,2.66E-04
19.72,299.53,90.701,2.66E-04
19.74,299.53,90.579,2.66E-04
19.76,299.53,90.64,2.66E-04
19.78,299.53,90.579,2.66E-04
19.8,299.53,90.579,2.66E-04
19.82,299.486,90.64,2.66E-04
19.84,299.465,90.579,2.66E-04
19.86,299.443,90.64,2.66E-04
19.88,299.422,90.579,2.66E-04
19.9,299.357,90.64,2.66E-04
19.92,299.357,90.64,2.66E-04
19.94,299.357,90.579,2.66E-04
19.96,299.357,90.518,2.66E-04
19.98,299.357,90.518,2.66E-04
20,299.336,90.579,2.66E-04
20.02,299.292,90.579,2.66E-04
20.04,299.292,90.579,2.66E-04
20.06,299.271,90.579,2.66E-04
20.08,299.206,90.457,2.66E-04
20.1,299.206,90.457,2.66E-04
20.12,299.185,90.518,2.66E-04
20.14,299.185,90.518,2.66E-04
20.16,299.185,90.64,2.65E-04
20.18,299.292,90.762,2.65E-04
20.2,299.357,90.945,2.64E-04
20.22,299.53,91.067,2.64E-04
20.24,299.551,91.189,2.64E-04
20.26,299.637,91.311,2.63E-04
20.28,299.681,91.311,2.63E-04
20.3,299.702,91.311,2.63E-04
20.32,299.681,91.311,2.63E-04
20.34,299.702,91.25,2.63E-04
20.36,299.702,91.372,2.63E-04
20.38,299.659,91.311,2.63E-04
20.4,299.637,91.25,2.63E-04
20.42,299.616,91.311,2.63E-04
20.44,299.594,91.25,2.63E-04
20.46,299.551,91.25,2.63E-04
20.48,299.53,91.311,2.63E-04
20.5,299.53,91.25,2.63E-04
20.52,299.53,91.311,2.63E-04
20.54,299.53,91.25,2.63E-04
20.56,299.508,91.25,2.63E-04
20.58,299.465,91.311,2.63E-04
20.6,299.53,91.433,2.63E-04
20.62,299.53,91.556,2.62E-04
20.64,299.616,91.739,2.62E-04
20.66,299.681,91.8,2.62E-04
20.68,299.745,91.8,2.61E-04
20.7,299.81,91.861,2.61E-04
20.72,299.853,91.983,2.61E-04
20.74,299.875,92.105,2.61E-04
20.76,299.875,92.044,2.61E-04
20.78,299.896,92.105,2.60E-04
20.8,299.939,92.105,2.60E-04
20.82,299.961,92.227,2.60E-04
20.84,299.918,92.227,2.60E-04
20.86,299.961,92.288,2.60E-04
20.88,299.982,92.288,2.60E-04
20.9,299.982,92.288,2.60E-04
20.92,299.982,92.349,2.59E-04
20.94,300.025,92.288,2.59E-04
20.96,299.982,92.288,2.59E-04
20.98,299.961,92.288,2.59E-04
21,299.961,92.227,2.59E-04
21.02,299.896,92.227,2.59E-04
21.04,299.875,92.288,2.59E-04
21.06,299.875,92.288,2.59E-04
21.08,299.875,92.288,2.59E-04
21.1,299.831,92.288,2.59E-04
21.12,299.788,92.288,2.59E-04
21.14,299.767,92.227,2.59E-04
21.16,299.745,92.227,2.59E-04
21.18,299.724,92.166,2.59E-04
21.2,299.702,92.288,2.59E-04
21.22,299.702,92.227,2.59E-04
21.24,299.681,92.227,2.59E-04
21.26,299.659,92.227,2.59E-04
21.28,299.637,92.288,2.59E-04
21.3,299.573,92.227,2.59E-04
21.32,299.53,92.227,2.59E-04
21.34,299.53,92.227,2.59E-04
21.36,299.53,92.227,2.59E-04
21.38,299.53,92.227,2.59E-04
21.4,299.53,92.227,2.59E-04
21.42,299.508,92.227,2.59E-04
21.44,299.486,92.227,2.59E-04
21.46,299.443,92.227,2.59E-04
21.48,299.443,92.227,2.59E-04
21.5,299.379,92.227,2.59E-04
21.52,299.379,92.227,2.59E-04
21.54,299.357,92.166,2.59E-04
21.56,299.357,92.166,2.59E-04
21.58,299.357,92.166,2.59E-04
21.6,299.314,92.166,2.59E-04
21.62,299.336,92.227,2.59E-04
21.64,299.314,92.166,2.59E-04
21.66,299.249,92.166,2.59E-04
21.68,299.228,92.105,2.59E-04
21.7,299.185,92.166,2.59E-04
21.72,299.185,92.166,2.59E-04
21.74,299.185,92.166,2.59E-04
21.76,299.185,92.105,2.59E-04
21.78,299.185,92.105,2.59E-04
21.8,299.163,92.105,2.59E-04
21.82,299.185,92.166,2.59E-04
21.84,299.185,92.288,2.59E-04
21.86,299.185,92.349,2.59E-04
21.88,299.271,92.41,2.58E-04
21.9,299.314,92.471,2.58E-04
21.92,299.357,92.654,2.58E-04
21.94,299.422,92.715,2.58E-04
21.96,299.465,92.715,2.58E-04
21.98,299.443,92.654,2.58E-04
22,299.4,92.715,2.58E-04
22.02,299.379,92.654,2.58E-04
22.04,299.357,92.654,2.58E-04
22.06,299.357,92.715,2.58E-04
22.08,299.357,92.654,2.58E-04
22.1,299.357,92.654,2.58E-04
22.12,299.314,92.654,2.58E-04
22.14,299.314,92.654,2.58E-04
22.16,299.314,92.715,2.57E-04
22.18,299.357,92.776,2.57E-04
22.2,299.357,92.837,2.57E-04
22.22,299.422,92.837,2.57E-04
22.24,299.486,93.142,2.57E-04
22.26,299.53,93.081,2.56E-04
22.28,299.551,93.142,2.56E-04
22.3,299.573,93.265,2.56E-04
22.32,299.637,93.326,2.56E-04
