Tiempo ( s ),T ( K ),P ( kPa ),V ( m3 )
14.7,300.09,90.64,2.74E-04
14.72,300.133,90.518,2.73E-04
14.74,300.133,90.579,2.73E-04
14.76,300.176,90.64,2.73E-04
14.78,300.198,90.762,2.73E-04
14.8,300.176,90.701,2.73E-04
14.82,300.22,90.762,2.73E-04
14.84,300.176,90.701,2.73E-04
14.86,300.198,90.823,2.72E-04
14.88,300.22,90.823,2.72E-04
14.9,300.22,90.884,2.72E-04
14.92,300.22,90.884,2.72E-04
14.94,300.198,90.945,2.72E-04
14.96,300.22,90.884,2.72E-04
14.98,300.22,90.945,2.72E-04
15,300.22,90.945,2.71E-04
15.02,300.22,91.067,2.71E-04
15.04,300.22,91.067,2.71E-04
15.06,300.22,91.128,2.71E-04
15.08,300.22,91.128,2.71E-04
15.1,300.22,91.189,2.71E-04
15.12,300.22,91.25,2.71E-04
15.14,300.241,91.189,2.70E-04
15.16,300.263,91.25,2.70E-04
15.18,300.284,91.311,2.70E-04
15.2,300.263,91.494,2.70E-04
15.22,300.327,91.494,2.70E-04
15.24,300.327,91.433,2.70E-04
15.26,300.349,91.556,2.70E-04
15.28,300.349,91.617,2.69E-04
15.3,300.327,91.556,2.69E-04
15.32,300.349,91.617,2.69E-04
15.34,300.327,91.617,2.69E-04
15.36,300.327,91.617,2.69E-04
15.38,300.22,91.678,2.69E-04
15.4,300.22,91.556,2.69E-04
15.42,300.22,91.617,2.69E-04
15.44,300.22,91.556,2.69E-04
15.46,300.133,91.556,2.69E-04
15.48,300.112,91.556,2.69E-04
15.5,300.047,91.556,2.69E-04
15.52,300.047,91.556,2.69E-04
15.54,300.047,91.556,2.69E-04
15.56,300.047,91.556,2.69E-04
15.58,300.025,91.617,2.69E-04
15.6,299.918,91.556,2.69E-04
15.62,299.939,91.556,2.69E-04
15.64,299.875,91.433,2.69E-04
15.66,299.875,91.617,2.69E-04
15.68,299.875,91.494,2.69E-04
15.7,299.875,91.739,2.69E-04
15.72,299.918,91.678,2.69E-04
15.74,299.939,91.739,2.68E-04
15.76,300.004,91.8,2.68E-04
15.78,300.047,91.922,2.68E-04
15.8,300.047,91.922,2.68E-04
15.82,300.047,92.044,2.67E-04
15.84,300.133,92.105,2.67E-04
15.86,300.155,92.166,2.67E-04
15.88,300.155,92.105,2.67E-04
15.9,300.133,92.288,2.67E-04
15.92,300.22,92.288,2.66E-04
15.94,300.22,92.288,2.66E-04
15.96,300.22,92.41,2.66E-04
15.98,300.22,92.532,2.66E-04
16,300.241,92.532,2.66E-04
16.02,300.263,92.532,2.65E-04
16.04,300.306,92.654,2.65E-04
16.06,300.327,92.593,2.65E-04
16.08,300.349,92.654,2.65E-04
16.1,300.327,92.715,2.65E-04
16.12,300.349,92.715,2.65E-04
16.14,300.349,92.715,2.65E-04
16.16,300.327,92.715,2.65E-04
16.18,300.241,92.715,2.65E-04
16.2,300.22,92.715,2.65E-04
16.22,300.22,92.776,2.65E-04
16.24,300.22,92.715,2.65E-04
16.26,300.198,92.715,2.65E-04
16.28,300.176,92.654,2.65E-04
16.3,300.133,92.654,2.65E-04
16.32,300.069,92.654,2.65E-04
16.34,300.047,92.654,2.65E-04
16.36,300.047,92.715,2.65E-04
16.38,300.047,92.715,2.65E-04
16.4,300.047,92.776,2.64E-04
16.42,300.112,92.837,2.64E-04
16.44,300.155,92.898,2.64E-04
16.46,300.22,93.081,2.63E-04
16.48,300.22,93.204,2.63E-04
16.5,300.263,93.204,2.63E-04
16.52,300.349,93.204,2.63E-04
16.54,300.37,93.265,2.62E-04
16.56,300.392,93.326,2.62E-04
16.58,300.392,93.448,2.62E-04
16.6,300.392,93.57,2.62E-04
16.62,300.392,93.692,2.62E-04
16.64,300.392,93.57,2.62E-04
16.66,300.392,93.692,2.62E-04
16.68,300.392,93.692,2.62E-04
16.7,300.349,93.631,2.62E-04
16.72,300.306,93.57,2.62E-04
16.74,300.284,93.57,2.62E-04
16.76,300.241,93.692,2.62E-04
16.78,300.22,93.57,2.62E-04
16.8,300.22,93.387,2.62E-04
16.82,300.198,93.448,2.62E-04
16.84,300.155,93.509,2.62E-04
16.86,300.155,93.509,2.62E-04
16.88,300.09,93.509,2.62E-04
16.9,300.047,93.448,2.62E-04
16.92,300.047,93.448,2.62E-04
16.94,300.047,93.57,2.62E-04
16.96,300.025,93.326,2.62E-04
16.98,299.982,93.448,2.62E-04
17,299.982,93.631,2.62E-04
17.02,299.982,93.57,2.62E-04
17.04,299.982,93.692,2.61E-04
17.06,299.982,93.57,2.61E-04
17.08,300.025,93.692,2.61E-04
17.1,300.004,93.753,2.61E-04
17.12,300.025,93.753,2.61E-04
17.14,300.025,93.753,2.61E-04
17.16,300.025,93.753,2.61E-04
17.18,300.025,93.814,2.61E-04
17.2,300.004,93.753,2.61E-04
17.22,299.982,93.753,2.61E-04
17.24,299.961,93.814,2.61E-04
17.26,299.982,93.753,2.61E-04
17.28,299.939,93.814,2.60E-04
17.3,299.896,93.814,2.60E-04
17.32,299.875,93.753,2.60E-04
17.34,299.875,93.753,2.61E-04
17.36,299.875,93.814,2.61E-04
17.38,299.875,93.753,2.61E-04
17.4,299.875,93.814,2.61E-04
17.42,299.788,93.753,2.61E-04
17.44,299.745,93.753,2.61E-04
17.46,299.724,93.753,2.61E-04
17.48,299.702,93.753,2.61E-04
17.5,299.681,93.753,2.61E-04
17.52,299.659,93.753,2.61E-04
17.54,299.659,93.753,2.61E-04
17.56,299.659,93.814,2.61E-04
17.58,299.573,93.753,2.61E-04
17.6,299.573,93.753,2.61E-04
17.62,299.53,93.753,2.61E-04
17.64,299.53,93.753,2.61E-04
17.66,299.53,93.692,2.61E-04
17.68,299.53,93.753,2.61E-04
17.7,299.508,93.753,2.61E-04
17.72,299.465,93.753,2.61E-04
17.74,299.443,93.692,2.61E-04
17.76,299.422,93.753,2.61E-04
17.78,299.357,93.753,2.61E-04
17.8,299.379,93.753,2.61E-04
17.82,299.357,93.692,2.60E-04
17.84,299.357,93.753,2.60E-04
17.86,299.336,93.753,2.61E-04
17.88,299.292,93.692,2.61E-04
17.9,299.314,93.692,2.60E-04
17.92,299.292,93.692,2.60E-04
17.94,299.271,93.692,2.60E-04
17.96,299.314,93.753,2.60E-04
17.98,299.357,93.875,2.60E-04
18,299.4,93.997,2.59E-04
18.02,299.465,94.119,2.59E-04
18.04,299.53,94.241,2.59E-04
18.06,299.551,94.18,2.59E-04
18.08,299.616,94.241,2.59E-04
18.1,299.616,94.424,2.59E-04
18.12,299.659,94.363,2.58E-04
18.14,299.659,94.363,2.58E-04
18.16,299.659,94.424,2.58E-04
18.18,299.659,94.485,2.58E-04
18.2,299.637,94.485,2.58E-04
18.22,299.637,94.485,2.58E-04
18.24,299.659,94.485,2.58E-04
18.26,299.659,94.546,2.58E-04
18.28,299.659,94.607,2.58E-04
18.3,299.681,94.546,2.58E-04
18.32,299.702,94.668,2.57E-04
18.34,299.702,94.729,2.57E-04
18.36,299.702,94.729,2.57E-04
18.38,299.702,94.729,2.57E-04
18.4,299.724,94.729,2.57E-04
18.42,299.702,94.668,2.57E-04
18.44,299.724,94.729,2.57E-04
18.46,299.724,94.668,2.57E-04
18.48,299.702,94.729,2.57E-04
18.5,299.724,94.79,2.57E-04
18.52,299.702,94.729,2.57E-04
18.54,299.702,94.729,2.57E-04
18.56,299.702,94.79,2.57E-04
18.58,299.702,94.79,2.56E-04
18.6,299.702,94.913,2.56E-04
18.62,299.702,95.035,2.56E-04
18.64,299.745,95.035,2.56E-04
18.66,299.81,95.096,2.56E-04
18.68,299.767,95.096,2.56E-04
18.7,299.831,95.157,2.56E-04
18.72,299.831,95.157,2.56E-04
18.74,299.831,95.157,2.55E-04
18.76,299.875,95.157,2.55E-04
18.78,299.831,95.157,2.55E-04
18.8,299.853,95.157,2.55E-04
18.82,299.81,95.157,2.55E-04
18.84,299.767,95.157,2.55E-04
18.86,299.767,95.157,2.55E-04
18.88,299.702,95.157,2.55E-04
18.9,299.702,95.157,2.55E-04
18.92,299.702,95.096,2.55E-04
18.94,299.681,95.157,2.55E-04
18.96,299.681,95.157,2.55E-04
18.98,299.637,95.096,2.55E-04
19,299.659,95.157,2.55E-04
19.02,299.616,95.218,2.55E-04
19.04,299.594,95.157,2.55E-04
19.06,299.573,95.157,2.55E-04
19.08,299.551,95.096,2.55E-04
19.1,299.551,95.096,2.55E-04
19.12,299.53,95.157,2.55E-04
19.14,299.53,95.096,2.55E-04
19.16,299.508,95.096,2.55E-04
19.18,299.508,95.157,2.55E-04
19.2,299.465,95.096,2.55E-04
19.22,299.443,95.096,2.55E-04
19.24,299.443,95.157,2.55E-04
19.26,299.4,95.096,2.55E-04
19.28,299.379,95.096,2.55E-04
19.3,299.357,95.096,2.55E-04
19.32,299.357,95.035,2.55E-04
19.34,299.357,95.096,2.55E-04
19.36,299.357,94.974,2.55E-04
19.38,299.357,95.096,2.55E-04
19.4,299.357,95.218,2.55E-04
19.42,299.357,95.279,2.54E-04
19.44,299.486,95.401,2.54E-04
19.46,299.53,95.584,2.54E-04
19.48,299.616,95.706,2.54E-04
19.5,299.637,95.706,2.53E-04
19.52,299.681,95.706,2.53E-04
19.54,299.702,95.706,2.53E-04
19.56,299.702,95.767,2.53E-04
19.58,299.702,95.767,2.53E-04
19.6,299.724,96.011,2.53E-04
19.62,299.788,95.889,2.53E-04
19.64,299.767,95.889,2.53E-04
19.66,299.788,96.011,2.52E-04
19.68,299.788,95.95,2.52E-04
19.7,299.767,96.011,2.52E-04
19.72,299.788,96.072,2.52E-04
19.74,299.788,96.133,2.52E-04
19.76,299.831,96.011,2.52E-04
19.78,299.831,96.133,2.52E-04
19.8,299.853,96.194,2.52E-04
19.82,299.875,96.194,2.52E-04
19.84,299.875,96.194,2.51E-04
19.86,299.875,96.255,2.51E-04
19.88,299.896,96.377,2.51E-04
19.9,299.939,96.438,2.51E-04
19.92,299.961,96.438,2.51E-04
19.94,299.939,96.438,2.51E-04
19.96,299.982,96.5,2.51E-04
19.98,299.961,96.561,2.51E-04
20,299.875,96.5,2.51E-04
20.02,299.896,96.438,2.51E-04
20.04,299.875,96.5,2.51E-04
20.06,299.875,96.5,2.51E-04
20.08,299.875,96.438,2.51E-04
20.1,299.875,96.316,2.51E-04
20.12,299.875,96.377,2.51E-04
20.14,299.831,96.5,2.51E-04
20.16,299.788,96.316,2.51E-04
20.18,299.745,96.316,2.51E-04
20.2,299.724,96.438,2.51E-04
20.22,299.702,96.377,2.51E-04
20.24,299.702,96.316,2.51E-04
20.26,299.702,96.377,2.51E-04
20.28,299.659,96.377,2.51E-04
20.3,299.659,96.438,2.51E-04
20.32,299.681,96.377,2.50E-04
20.34,299.702,96.622,2.50E-04
20.36,299.745,96.683,2.50E-04
20.38,299.853,96.744,2.50E-04
20.4,299.875,96.866,2.49E-04
20.42,299.875,96.988,2.49E-04
20.44,299.961,96.988,2.49E-04
20.46,299.982,97.049,2.49E-04
20.48,300.025,97.049,2.49E-04
20.5,300.047,97.11,2.48E-04
20.52,300.047,97.11,2.48E-04
20.54,300.025,97.11,2.48E-04
20.56,300.025,97.171,2.48E-04
20.58,300.047,97.171,2.48E-04
20.6,300.025,97.171,2.48E-04
20.62,300.004,97.171,2.48E-04
20.64,300.025,97.232,2.48E-04
20.66,300.047,97.232,2.48E-04
20.68,299.982,97.232,2.48E-04
20.7,300.004,97.354,2.48E-04
20.72,300.025,97.232,2.48E-04
20.74,300.025,97.354,2.48E-04
20.76,300.025,97.293,2.48E-04
20.78,300.025,97.293,2.48E-04
20.8,299.961,97.293,2.48E-04
20.82,299.939,97.293,2.47E-04
20.84,299.875,97.354,2.47E-04
20.86,299.918,97.293,2.48E-04
20.88,299.875,97.293,2.47E-04
20.9,299.875,97.293,2.47E-04
20.92,299.853,97.171,2.48E-04
20.94,299.831,97.293,2.48E-04
20.96,299.831,97.232,2.48E-04
20.98,299.745,97.232,2.48E-04
21,299.767,97.232,2.47E-04
21.02,299.745,97.293,2.48E-04
21.04,299.702,97.232,2.47E-04
21.06,299.702,97.232,2.48E-04
21.08,299.702,97.232,2.48E-04
21.1,299.681,97.232,2.48E-04
21.12,299.616,97.171,2.48E-04
21.14,299.637,97.171,2.47E-04
21.16,299.659,97.293,2.47E-04
21.18,299.659,97.415,2.47E-04
21.2,299.681,97.476,2.47E-04
21.22,299.702,97.537,2.47E-04
21.24,299.702,97.659,2.47E-04
21.26,299.788,97.598,2.46E-04
21.28,299.745,97.659,2.46E-04
21.3,299.81,97.659,2.46E-04
21.32,299.875,97.72,2.46E-04
21.34,299.831,97.781,2.46E-04
21.36,299.875,97.72,2.46E-04
21.38,299.875,97.903,2.46E-04
21.4,299.875,97.842,2.46E-04
21.42,299.875,97.903,2.46E-04
21.44,299.875,97.964,2.45E-04
21.46,299.875,97.964,2.45E-04
21.48,299.896,98.025,2.45E-04
21.5,299.939,97.964,2.45E-04
21.52,299.918,98.025,2.45E-04
21.54,299.896,98.148,2.45E-04
21.56,299.896,98.148,2.45E-04
21.58,299.918,98.148,2.45E-04
21.6,299.896,98.148,2.45E-04
21.62,299.896,98.086,2.44E-04
21.64,299.896,98.148,2.45E-04
21.66,299.875,98.148,2.44E-04
21.68,299.875,98.086,2.44E-04
21.7,299.875,98.209,2.44E-04
21.72,299.875,98.148,2.44E-04
21.74,299.875,98.148,2.44E-04
21.76,299.875,98.148,2.44E-04
21.78,299.875,98.148,2.44E-04
21.8,299.853,98.27,2.44E-04
21.82,299.853,98.209,2.44E-04
21.84,299.875,98.27,2.44E-04
21.86,299.875,98.209,2.44E-04
21.88,299.875,98.331,2.44E-04
21.9,299.875,98.453,2.44E-04
21.92,299.875,98.514,2.43E-04
21.94,299.939,98.575,2.43E-04
21.96,299.939,98.636,2.43E-04
21.98,299.896,98.575,2.43E-04
22,299.961,98.453,2.43E-04
22.02,299.939,98.636,2.43E-04
22.04,299.875,98.636,2.43E-04
22.06,299.896,98.575,2.43E-04
22.08,299.896,98.697,2.43E-04
22.1,299.918,98.575,2.43E-04
22.12,299.939,98.636,2.43E-04
22.14,299.896,98.697,2.42E-04
22.16,299.961,98.819,2.42E-04
22.18,299.961,98.697,2.42E-04
22.2,299.982,98.88,2.42E-04
22.22,299.982,98.88,2.42E-04
22.24,299.982,98.941,2.42E-04
22.26,299.961,98.819,2.42E-04
22.28,299.939,98.88,2.42E-04
22.3,299.918,98.941,2.42E-04
22.32,299.939,98.88,2.42E-04
22.34,299.896,98.88,2.42E-04
22.36,299.896,98.88,2.42E-04
22.38,299.875,98.88,2.42E-04
22.4,299.831,98.88,2.42E-04
22.42,299.831,98.819,2.42E-04
22.44,299.81,98.819,2.42E-04
22.46,299.81,98.819,2.42E-04
22.48,299.767,98.819,2.42E-04
22.5,299.745,98.819,2.42E-04
22.52,299.702,98.758,2.42E-04
22.54,299.702,98.636,2.42E-04
22.56,299.702,98.88,2.42E-04
22.58,299.702,98.819,2.42E-04
22.6,299.659,98.88,2.42E-04
22.62,299.637,98.697,2.42E-04
22.64,299.637,98.758,2.42E-04
22.66,299.594,98.758,2.42E-04
22.68,299.551,98.819,2.42E-04
22.7,299.551,98.697,2.42E-04
22.72,299.53,98.697,2.42E-04
22.74,299.53,98.636,2.42E-04
22.76,299.53,98.819,2.42E-04
22.78,299.53,98.88,2.42E-04
22.8,299.53,98.941,2.41E-04
22.82,299.594,99.002,2.41E-04
22.84,299.637,99.063,2.41E-04
22.86,299.702,99.185,2.41E-04
22.88,299.702,99.307,2.41E-04
22.9,299.788,99.368,2.40E-04
22.92,299.831,99.429,2.40E-04
