Tiempo (s),Temperatura 1 (°C)
17.49,27.42
17.5,27.42
17.51,27.42
17.52,27.42
17.53,27.42
17.54,27.42
17.55,27.42
17.56,27.42
17.57,27.42
17.58,27.42
17.59,27.42
17.6,27.42
17.61,27.42
17.62,27.42
17.63,27.42
17.64,27.42
17.65,27.42
17.66,27.42
17.67,27.42
17.68,27.42
17.69,27.42
17.7,27.42
17.71,27.42
17.72,27.42
17.73,27.42
17.74,27.43
17.75,27.42
17.76,27.42
17.77,27.42
17.78,27.43
17.79,27.43
17.8,27.43
17.81,27.42
17.82,27.42
17.83,27.43
17.84,27.43
17.85,27.43
17.86,27.43
17.87,27.43
17.88,27.43
17.89,27.43
17.9,27.43
17.91,27.43
17.92,27.43
17.93,27.43
17.94,27.43
17.95,27.43
17.96,27.43
17.97,27.43
17.98,27.43
17.99,27.43
18,27.43
18.01,27.43
18.02,27.43
18.03,27.43
18.04,27.43
18.05,27.43
18.06,27.43
18.07,27.43
18.08,27.43
18.09,27.43
18.1,27.43
18.11,27.43
18.12,27.43
18.13,27.43
18.14,27.43
18.15,27.43
18.16,27.43
18.17,27.43
18.18,27.43
18.19,27.43
18.2,27.44
18.21,27.44
18.22,27.44
18.23,27.44
18.24,27.44
18.25,27.44
18.26,27.44
18.27,27.44
18.28,27.44
18.29,27.44
18.3,27.44
18.31,27.44
18.32,27.44
18.33,27.44
18.34,27.44
18.35,27.44
18.36,27.44
18.37,27.44
18.38,27.44
18.39,27.44
18.4,27.45
18.41,27.45
18.42,27.45
18.43,27.44
18.44,27.45
18.45,27.44
18.46,27.45
18.47,27.45
18.48,27.45
18.49,27.45
18.5,27.45
18.51,27.45
18.52,27.45
18.53,27.45
18.54,27.45
18.55,27.45
18.56,27.45
18.57,27.45
18.58,27.45
18.59,27.45
18.6,27.45
18.61,27.45
18.62,27.45
18.63,27.45
18.64,27.45
18.65,27.45
18.66,27.45
18.67,27.45
18.68,27.45
18.69,27.45
18.7,27.45
18.71,27.45
18.72,27.45
18.73,27.45
18.74,27.45
18.75,27.45
18.76,27.45
18.77,27.45
18.78,27.45
18.79,27.45
18.8,27.45
18.81,27.45
18.82,27.45
18.83,27.45
18.84,27.45
18.85,27.45
18.86,27.45
18.87,27.45
18.88,27.45
18.89,27.45
18.9,27.45
18.91,27.46
18.92,27.45
18.93,27.45
18.94,27.46
18.95,27.45
18.96,27.45
18.97,27.46
18.98,27.46
18.99,27.45
19,27.46
