Tiempo (s),Temperatura 1 (°C),,,,,,T°
21.78,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.79,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.8,27.41,27.40,27.40,27.40,27.40,27.40,27.40
21.81,27.4,27.40,27.40,27.40,27.40,27.40,27.40
21.82,27.41,27.41,27.40,27.40,27.40,27.40,27.40
21.83,27.4,27.40,27.41,27.41,27.41,27.41,27.41
21.84,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.85,27.4,27.41,27.41,27.41,27.41,27.41,27.41
21.86,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.87,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.88,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.89,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.9,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.91,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.92,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.93,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.94,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.95,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.96,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.97,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.98,27.41,27.41,27.41,27.41,27.41,27.41,27.41
21.99,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.01,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.02,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.03,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.04,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.05,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.06,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.07,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.08,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.09,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.1,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.11,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.12,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.13,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.14,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.15,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.16,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.17,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.18,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.19,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.2,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.21,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.22,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.23,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.24,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.25,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.26,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.27,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.28,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.29,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.3,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.31,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.32,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.33,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.34,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.35,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.36,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.37,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.38,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.39,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.4,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.41,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.42,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.43,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.44,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.45,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.46,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.47,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.48,27.42,27.41,27.41,27.41,27.41,27.41,27.41
22.49,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.5,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.51,27.42,27.41,27.41,27.41,27.41,27.41,27.41
22.52,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.53,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.54,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.55,27.41,27.41,27.41,27.41,27.41,27.41,27.41
22.56,27.42,27.41,27.41,27.41,27.41,27.41,27.41
22.57,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.58,27.41,27.42,27.42,27.42,27.42,27.42,27.42
22.59,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.6,27.41,27.42,27.42,27.42,27.42,27.42,27.42
22.61,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.62,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.63,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.64,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.65,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.66,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.67,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.68,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.69,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.7,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.71,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.72,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.73,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.74,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.75,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.76,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.77,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.78,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.79,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.8,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.81,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.82,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.83,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.84,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.85,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.86,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.87,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.88,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.89,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.9,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.91,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.92,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.93,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.94,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.95,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.96,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.97,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.98,27.42,27.42,27.42,27.42,27.42,27.42,27.42
22.99,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.01,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.02,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.03,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.04,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.05,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.06,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.07,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.08,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.09,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.1,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.11,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.12,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.13,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.14,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.15,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.16,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.17,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.18,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.19,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.2,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.21,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.22,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.23,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.24,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.25,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.26,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.27,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.28,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.29,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.3,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.31,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.32,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.33,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.34,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.35,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.36,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.37,27.42,27.42,27.42,27.42,27.42,27.42,27.42
23.38,27.43,27.42,27.42,27.42,27.42,27.42,27.42
23.39,27.42,27.43,27.43,27.43,27.43,27.43,27.43
23.4,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.41,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.42,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.43,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.44,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.45,27.42,27.43,27.43,27.43,27.43,27.43,27.43
23.46,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.47,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.48,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.49,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.5,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.51,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.52,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.53,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.54,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.55,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.56,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.57,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.58,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.59,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.6,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.61,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.62,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.63,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.64,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.65,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.66,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.67,27.43,27.43,27.43,27.43,27.43,27.43,27.43
23.68,27.44,27.43,27.43,27.43,27.43,27.43,27.43
23.69,27.44,27.43,27.43,27.43,27.43,27.43,27.43
23.7,27.43,27.44,27.44,27.44,27.44,27.44,27.44
23.71,27.43,27.44,27.44,27.44,27.44,27.44,27.44
23.72,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.73,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.74,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.75,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.76,27.43,27.44,27.44,27.44,27.44,27.44,27.44
23.77,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.78,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.79,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.8,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.81,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.82,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.83,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.84,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.85,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.86,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.87,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.88,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.89,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.9,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.91,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.92,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.93,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.94,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.95,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.96,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.97,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.98,27.44,27.44,27.44,27.44,27.44,27.44,27.44
23.99,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.01,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.02,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.03,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.04,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.05,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.06,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.07,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.08,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.09,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.1,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.11,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.12,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.13,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.14,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.15,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.16,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.17,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.18,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.19,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.2,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.21,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.22,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.23,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.24,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.25,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.26,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.27,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.28,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.29,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.3,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.31,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.32,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.33,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.34,27.45,27.44,27.44,27.44,27.44,27.44,27.44
24.35,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.36,27.45,27.44,27.44,27.44,27.44,27.44,27.44
24.37,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.38,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.39,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.4,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.41,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.42,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.43,27.44,27.44,27.44,27.44,27.44,27.44,27.44
24.44,27.45,27.44,27.44,27.44,27.44,27.44,27.44
24.45,27.44,27.45,27.45,27.45,27.45,27.45,27.45
24.46,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.47,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.48,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.49,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.5,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.51,27.44,27.45,27.45,27.45,27.45,27.45,27.45
24.52,27.44,27.44,27.44,27.45,27.45,27.45,27.45
24.53,27.45,27.44,27.44,27.44,27.45,27.45,27.45
24.54,27.44,27.44,27.44,27.44,27.45,27.45,27.45
24.55,27.44,27.45,27.45,27.45,27.45,27.45,27.45
24.56,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.57,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.58,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.59,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.6,27.44,27.45,27.45,27.45,27.45,27.45,27.45
24.61,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.62,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.63,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.64,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.65,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.66,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.67,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.68,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.69,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.7,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.71,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.72,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.73,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.74,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.75,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.76,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.77,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.78,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.79,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.8,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.81,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.82,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.83,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.84,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.85,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.86,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.87,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.88,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.89,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.9,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.91,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.92,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.93,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.94,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.95,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.96,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.97,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.98,27.45,27.45,27.45,27.45,27.45,27.45,27.45
24.99,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.01,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.02,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.03,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.04,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.05,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.06,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.07,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.08,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.09,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.1,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.11,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.12,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.13,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.14,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.15,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.16,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.17,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.18,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.19,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.2,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.21,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.22,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.23,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.24,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.25,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.26,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.27,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.28,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.29,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.3,27.46,27.45,27.45,27.45,27.45,27.45,27.45
25.31,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.32,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.33,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.34,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.35,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.36,27.46,27.45,27.45,27.45,27.45,27.45,27.45
25.37,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.38,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.39,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.4,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.41,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.42,27.46,27.45,27.45,27.45,27.45,27.45,27.45
25.43,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.44,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.45,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.46,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.47,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.48,27.46,27.45,27.45,27.45,27.45,27.45,27.45
25.49,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.5,27.45,27.45,27.45,27.45,27.45,27.45,27.45
25.51,27.46,27.45,27.46,27.46,27.46,27.46,27.46
25.52,27.45,27.46,27.46,27.46,27.46,27.46,27.46
25.53,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.54,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.55,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.56,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.57,27.45,27.46,27.46,27.46,27.46,27.46,27.46
25.58,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.59,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.6,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.61,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.62,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.63,27.45,27.46,27.46,27.46,27.46,27.46,27.46
25.64,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.65,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.66,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.67,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.68,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.69,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.7,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.71,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.72,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.73,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.74,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.75,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.76,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.77,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.78,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.79,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.8,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.81,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.82,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.83,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.84,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.85,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.86,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.87,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.88,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.89,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.9,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.91,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.92,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.93,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.94,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.95,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.96,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.97,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.98,27.46,27.46,27.46,27.46,27.46,27.46,27.46
25.99,27.46,27.46,27.46,27.46,27.46,27.46,27.46
26,27.46,27.46,27.46,27.46,27.46,27.46,27.46
26.01,27.46,27.46,27.46,27.46,27.46,27.46,27.46
26.02,27.46,27.46,27.46,27.46,27.46,27.46,27.46
26.03,27.46,27.46,27.46,27.46,27.46,27.46,27.46
26.04,27.46,27.46,27.46,27.46,27.46,27.46,27.46
26.05,27.46,27.46,27.46,27.46,27.46,27.46,27.46
26.06,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.07,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.08,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.09,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.1,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.11,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.12,27.47,27.47,27.47,27.47,27.47,27.47,27.47
26.13,27.47,27.47,27.47,27.47,27.47,27.47,27.47
